bus_id,Pg,Qg
7379,183.66,12.3961
7389,513.952,-1.43277
7400,72,13.2837
7400,72,13.2837
7400,72,13.2837
7400,72,13.2837
7400,144,24.0374
7400,446.4,46.7694
7406,63.1,9.21236
7406,93,16.05
7414,102.4,52.12
7419,88.2,20.3029
7419,88.2,20.3029
7422,6.8,1.35029
7422,172.2,26.7905
7422,172.2,26.7905
7422,112.5,19.366
7422,112.5,19.366
7422,112.5,19.366
7422,112.5,19.366
7422,191.1,28.8121
7422,172.2,26.7905
7422,172.2,26.7905
7422,172.2,26.7905
7428,100.52,-1.96089
7428,130,-4.09285
7428,130,-4.09285
7428,100.52,-1.96089
7428,100.52,-1.96089
7428,100.52,-1.96089
7428,100.52,-1.96089
7428,100.52,-1.96089
7428,75,-0.384103
7428,0,0
7428,11.7,1.36339
8024,33,0
8033,0,0
8034,0,0
8035,0,0
8036,0,0
8046,112.571,-19.17
8047,0,0
8048,109.21,-19.17
8049,111.995,-19.17
8050,0,0
8051,0,0
8060,0,0
8061,0,0
8070,0,0
8071,277.47,-112.84
8077,234.9,-26.07
8078,234.9,-17.6532
8079,234.9,-26.0699
8080,234.9,-26.0638
8087,0,0
8088,269.31,-41.1877
8099,85.5,0
8115,0,0
8116,0,0
8117,105.51,-42.91
8129,475.096,-73.6894
8130,468.545,-3.28425
8131,474.358,-54.6281
8147,0,0
8147,0,0
8152,0,0
8155,0,0
8155,143.75,-21.2949
8158,0,0
8158,0,0
